,SKEW,VIX,Spread,OAS
2000-03-07,110.37000274658203,24.309999465942383,-0.09,5.15
2000-03-08,111.0199966430664,23.81999969482422,-0.12,5.16
2000-03-09,113.26000213623047,22.209999084472656,-0.13,5.19
2000-03-10,113.36000061035156,21.239999771118164,-0.16,5.16
2000-03-13,114.93000030517578,22.850000381469727,-0.16,5.21
2000-03-14,113.41000366210938,24.40999984741211,-0.17,5.29
2000-03-15,114.16000366210938,22.34000015258789,-0.21,5.34
2000-03-16,114.86000061035156,20.770000457763672,-0.24,5.4
2000-03-17,115.12999725341797,22.3700008392334,-0.3,5.41
2000-03-20,114.33999633789062,22.959999084472656,-0.34,5.42
2000-03-21,113.79000091552734,21.700000762939453,-0.37,5.46
2000-03-22,113.70999908447266,21.489999771118164,-0.37,5.51
2000-03-23,114.23999786376953,22.260000228881836,-0.44,5.55
2000-03-24,113.47000122070312,23.309999465942383,-0.44,5.47
2000-03-27,112.75,24.530000686645508,-0.45,5.47
2000-03-28,113.33000183105469,24.860000610351562,-0.43,5.57
2000-03-29,113.95999908447266,24.100000381469727,-0.41,5.68
2000-03-30,112.54000091552734,25.469999313354492,-0.46,5.84
2000-03-31,113.3499984741211,24.110000610351562,-0.47,5.75
2000-04-03,113.2300033569336,24.030000686645508,-0.45,5.78
2000-04-04,112.55000305175781,27.1200008392334,-0.45,5.94
2000-04-05,111.54000091552734,28.40999984741211,-0.45,5.94
2000-04-06,113.11000061035156,27.149999618530273,-0.45,5.87
2000-04-07,113.41000366210938,24.389999389648438,-0.52,5.9
2000-04-10,111.93000030517578,25.989999771118164,-0.51,5.95
2000-04-11,112.51000213623047,27.25,-0.47,5.89
2000-04-12,111.20999908447266,28.979999542236328,-0.43,5.82
2000-04-13,110.72000122070312,29.399999618530273,-0.46,5.87
2000-04-14,107.79000091552734,33.4900016784668,-0.42,5.92
2000-04-17,109.5199966430664,28.950000762939453,-0.32,5.84
2000-04-18,112.79000091552734,26.1200008392334,-0.28,5.81
2000-04-19,113.5199966430664,27.020000457763672,-0.34,5.85
2000-04-20,114.23999786376953,25.850000381469727,-0.39,5.85
2000-04-24,114.9000015258789,27.3700008392334,-0.36,5.88
2000-04-25,115.88999938964844,25.239999771118164,-0.34,5.77
2000-04-26,115.43000030517578,26.969999313354492,-0.36,5.77
2000-04-27,115.91000366210938,26.190000534057617,-0.4,5.69
2000-04-28,115.3499984741211,26.200000762939453,-0.45,5.71
2000-05-01,116.22000122070312,25.8799991607666,-0.44,5.83
2000-05-02,114.7300033569336,28.5,-0.4,5.79
2000-05-03,114.33999633789062,31.6299991607666,-0.33,5.77
2000-05-04,114.12999725341797,30.770000457763672,-0.31,5.74
2000-05-05,114.81999969482422,27.530000686645508,-0.33,5.73
2000-05-08,114.7300033569336,28.200000762939453,-0.3,5.72
2000-05-09,113.69999694824219,28.93000030517578,-0.33,5.75
2000-05-10,112.91000366210938,29.8700008392334,-0.37,5.82
2000-05-11,115.0199966430664,27.760000228881836,-0.39,5.84
2000-05-12,114.58000183105469,26.049999237060547,-0.4,5.78
2000-05-15,115.11000061035156,24.860000610351562,-0.41,5.78
2000-05-16,113.51000213623047,24.34000015258789,-0.46,5.82
2000-05-17,113.93000030517578,23.979999542236328,-0.42,5.83
2000-05-18,113.18000030517578,23.959999084472656,-0.37,5.8
2000-05-19,112.38999938964844,25.440000534057617,-0.35,5.89
2000-05-22,112.20999908447266,26.0,-0.37,5.95
2000-05-23,111.2300033569336,25.8700008392334,-0.38,5.99
2000-05-24,110.4800033569336,24.31999969482422,-0.32,6.01
2000-05-25,110.94999694824219,24.579999923706055,-0.32,6.13
2000-05-26,110.5199966430664,24.469999313354492,-0.36,6.18
2000-05-30,109.94000244140625,23.6200008392334,-0.36,6.15
2000-05-31,108.63999938964844,23.649999618530273,-0.4,6.16
2000-06-01,109.0199966430664,22.360000610351562,-0.41,6.22
2000-06-02,110.30000305175781,21.479999542236328,-0.37,6.21
2000-06-05,109.66000366210938,22.709999084472656,-0.37,6.23
2000-06-06,109.77999877929688,23.049999237060547,-0.37,6.2
2000-06-07,109.94999694824219,22.479999542236328,-0.39,6.18
2000-06-08,110.05000305175781,22.770000457763672,-0.43,6.18
2000-06-09,109.66999816894531,22.139999389648438,-0.43,6.12
2000-06-12,112.41000366210938,22.31999969482422,-0.43,6.15
2000-06-13,111.95999908447266,21.670000076293945,-0.38,6.15
2000-06-14,113.0999984741211,21.479999542236328,-0.38,6.18
2000-06-15,113.30000305175781,20.68000030517578,-0.39,6.12
2000-06-16,114.5199966430664,20.5,-0.39,6.19
2000-06-19,111.55999755859375,20.6299991607666,-0.4,6.18
2000-06-20,112.33999633789062,20.8799991607666,-0.4,6.14
2000-06-21,110.87000274658203,20.610000610351562,-0.39,6.07
2000-06-22,111.62000274658203,22.0,-0.38,6.06
2000-06-23,110.91999816894531,22.34000015258789,-0.36,5.99
2000-06-26,109.16000366210938,22.450000762939453,-0.39,6.05
2000-06-27,110.62000274658203,21.799999237060547,-0.4,6.05
2000-06-28,109.83000183105469,20.290000915527344,-0.32,6.04
2000-06-29,111.48999786376953,19.700000762939453,-0.33,6.11
2000-06-30,109.91999816894531,19.540000915527344,-0.35,6.17
2000-07-03,107.3499984741211,19.829999923706055,-0.31,6.2
2000-07-05,109.93000030517578,21.15999984741211,-0.3,6.21
2000-07-06,110.55999755859375,20.940000534057617,-0.29,6.18
2000-07-07,109.87999725341797,19.219999313354492,-0.28,6.2
2000-07-10,110.83999633789062,20.329999923706055,-0.27,6.17
2000-07-11,110.44000244140625,20.110000610351562,-0.26,6.14
2000-07-12,108.55999755859375,20.030000686645508,-0.25,6.14
2000-07-13,109.30999755859375,20.030000686645508,-0.3,6.18
2000-07-14,109.05999755859375,19.31999969482422,-0.31,6.06
2000-07-17,112.37000274658203,19.450000762939453,-0.29,5.98
2000-07-18,112.25,19.75,-0.28,5.97
2000-07-19,112.0199966430664,19.649999618530273,-0.3,5.98
2000-07-20,110.31999969482422,18.940000534057617,-0.31,6.1
2000-07-21,108.58999633789062,18.940000534057617,-0.31,6.11
2000-07-24,113.6500015258789,19.920000076293945,-0.31,6.07
2000-07-25,110.22000122070312,19.389999389648438,-0.31,6.09
2000-07-26,112.97000122070312,19.670000076293945,-0.25,6.06
2000-07-27,113.27999877929688,19.600000381469727,-0.25,6.13
2000-07-28,112.16999816894531,20.84000015258789,-0.26,6.15
2000-07-31,112.19999694824219,20.739999771118164,-0.26,6.26
2000-08-01,112.9800033569336,20.549999237060547,-0.27,6.31
2000-08-02,109.86000061035156,20.0,-0.25,6.33
2000-08-03,111.26000213623047,19.989999771118164,-0.27,6.33
2000-08-04,108.6500015258789,18.6200008392334,-0.24,6.38
2000-08-07,106.88999938964844,19.030000686645508,-0.23,6.33
2000-08-08,108.58999633789062,18.790000915527344,-0.23,6.34
2000-08-09,110.05000305175781,19.18000030517578,-0.37,6.33
2000-08-10,110.0199966430664,19.190000534057617,-0.4,6.37
2000-08-11,108.54000091552734,18.549999237060547,-0.46,6.33
2000-08-14,109.05999755859375,17.8799991607666,-0.47,6.37
2000-08-15,108.87999725341797,17.979999542236328,-0.47,6.34
2000-08-16,109.94999694824219,18.020000457763672,-0.47,6.34
2000-08-17,109.22000122070312,17.479999542236328,-0.49,6.36
2000-08-18,110.33999633789062,17.049999237060547,-0.49,6.4
2000-08-21,110.52999877929688,17.350000381469727,-0.49,6.4
2000-08-22,108.3499984741211,17.469999313354492,-0.49,6.39
2000-08-23,111.29000091552734,17.3799991607666,-0.47,6.43
2000-08-24,109.44000244140625,17.040000915527344,-0.46,6.44
2000-08-25,112.2699966430664,16.530000686645508,-0.46,6.42
2000-08-28,110.93000030517578,16.540000915527344,-0.45,6.36
2000-08-29,111.37000274658203,16.889999389648438,-0.45,6.3
2000-08-30,110.87999725341797,17.690000534057617,-0.43,6.28
2000-08-31,112.6500015258789,16.84000015258789,-0.45,6.43
2000-09-01,114.5,17.530000686645508,-0.41,6.48
2000-09-05,112.5,19.81999969482422,-0.4,6.41
2000-09-06,110.44000244140625,20.790000915527344,-0.39,6.37
2000-09-07,112.33000183105469,19.420000076293945,-0.38,6.3
2000-09-08,111.02999877929688,18.459999084472656,-0.38,6.32
2000-09-11,111.3499984741211,18.399999618530273,-0.35,6.3
2000-09-12,112.0199966430664,18.59000015258789,-0.34,6.31
2000-09-13,112.16000366210938,18.31999969482422,-0.35,6.35
2000-09-14,111.9800033569336,18.260000228881836,-0.32,6.33
2000-09-15,111.91000366210938,18.520000457763672,-0.23,6.3
2000-09-18,111.29000091552734,20.25,-0.16,6.35
2000-09-19,111.80999755859375,19.540000915527344,-0.19,6.41
2000-10-02,112.9000015258789,21.229999542236328,-0.15,6.77
2000-10-03,113.2699966430664,21.850000381469727,-0.13,6.74
2000-10-04,113.0199966430664,21.540000915527344,-0.13,6.77
2000-10-05,112.87999725341797,21.030000686645508,-0.15,6.84
2000-10-06,113.56999969482422,22.709999084472656,-0.16,6.87
2000-10-10,110.95999908447266,24.860000610351562,-0.18,6.96
2000-10-11,111.12999725341797,26.56999969482422,-0.16,7.11
2000-10-12,107.79000091552734,30.510000228881836,-0.13,7.21
2000-10-13,111.2300033569336,27.600000381469727,-0.11,7.31
2000-10-16,111.29000091552734,26.790000915527344,-0.15,7.28
2000-10-17,110.3499984741211,27.84000015258789,-0.15,7.47
2000-10-18,110.6500015258789,28.719999313354492,-0.16,7.58
2000-10-19,113.54000091552734,25.09000015258789,-0.2,7.58
2000-10-20,114.63999938964844,24.239999771118164,-0.2,7.59
2000-10-23,115.66000366210938,24.690000534057617,-0.23,7.65
2000-10-24,115.02999877929688,24.280000686645508,-0.23,7.61
2000-10-25,113.86000061035156,26.649999618530273,-0.2,7.55
2000-10-26,113.19000244140625,28.6200008392334,-0.21,7.62
2000-10-27,115.20999908447266,26.469999313354492,-0.22,7.62
2000-10-30,115.5999984741211,25.459999084472656,-0.23,7.62
2000-10-31,116.80999755859375,23.6299991607666,-0.17,7.79
2000-11-01,116.51000213623047,24.280000686645508,-0.14,7.75
2000-11-02,117.56999969482422,23.920000076293945,-0.13,7.8
2000-11-03,119.0199966430664,23.670000076293945,-0.11,7.75
2000-11-06,118.08999633789062,24.520000457763672,-0.12,7.73
2000-11-07,118.30000305175781,24.90999984741211,-0.12,7.75
2000-11-08,114.2699966430664,25.65999984741211,-0.12,7.73
2000-11-09,116.91000366210938,27.200000762939453,-0.12,7.81
2000-11-10,115.51000213623047,28.530000686645508,-0.1,7.85
2000-11-13,116.16999816894531,29.059999465942383,-0.13,7.9
2000-11-14,119.83999633789062,26.809999465942383,-0.16,7.9
2000-11-15,117.30000305175781,26.149999618530273,-0.18,7.91
2000-11-16,116.43000030517578,25.049999237060547,-0.19,7.96
2000-11-17,118.76000213623047,24.809999465942383,-0.17,7.99
2000-11-20,116.01000213623047,27.43000030517578,-0.19,8.09
2000-11-21,119.0,26.6200008392334,-0.19,8.24
2000-11-22,116.70999908447266,27.709999084472656,-0.23,8.37
2000-11-24,116.12000274658203,26.0,-0.23,8.36
2000-11-27,110.5199966430664,26.93000030517578,-0.22,8.42
2000-11-28,113.16999816894531,27.639999389648438,-0.2,8.51
2000-11-29,111.63999938964844,27.489999771118164,-0.14,8.69
2000-11-30,110.66999816894531,29.649999618530273,-0.13,9.06
2000-12-01,112.54000091552734,27.479999542236328,-0.1,8.98
2000-12-04,112.80000305175781,27.780000686645508,-0.06,9.06
2000-12-05,109.77999877929688,24.989999771118164,-0.06,9.1
2000-12-06,109.41999816894531,25.06999969482422,-0.1,9.12
2000-12-07,109.66000366210938,25.34000015258789,-0.13,9.13
2000-12-08,112.55999755859375,22.40999984741211,-0.15,9.09
2000-12-11,109.45999908447266,23.510000228881836,-0.15,9.02
2000-12-12,113.11000061035156,24.8799991607666,-0.18,8.94
2000-12-13,113.3499984741211,23.6299991607666,-0.16,8.89
2000-12-14,113.30000305175781,24.860000610351562,-0.2,8.94
2000-12-15,111.97000122070312,26.549999237060547,-0.18,8.88
2000-12-18,112.26000213623047,27.700000762939453,-0.16,8.91
2000-12-19,112.1500015258789,27.170000076293945,-0.16,8.87
2000-12-20,110.16000366210938,31.739999771118164,-0.16,8.98
2000-12-21,110.51000213623047,29.65999984741211,-0.11,9.05
2000-12-22,111.30000305175781,27.549999237060547,-0.08,9.06
2000-12-26,110.77999877929688,28.729999542236328,-0.06,9.07
2000-12-27,111.36000061035156,28.139999389648438,0.01,9.04
2000-12-28,110.47000122070312,26.56999969482422,-0.05,9.0
2000-12-29,111.04000091552734,26.850000381469727,0.01,9.0
2001-01-02,109.6500015258789,29.989999771118164,0.05,9.36
2001-01-03,110.94000244140625,26.600000381469727,0.22,9.13
2001-01-04,110.4000015258789,26.969999313354492,0.26,9.11
2001-01-05,109.91999816894531,28.670000076293945,0.37,9.12
2001-01-08,109.5999984741211,29.84000015258789,0.4,9.06
2001-01-09,111.06999969482422,27.989999771118164,0.34,8.88
2001-01-10,112.18000030517578,26.799999237060547,0.34,8.73
2001-01-11,110.05000305175781,25.790000915527344,0.37,8.56
2001-01-12,110.43000030517578,24.559999465942383,0.35,8.38
2001-01-16,110.69999694824219,25.280000686645508,0.35,8.33
2001-01-17,116.94000244140625,24.93000030517578,0.35,8.31
2001-01-18,111.12000274658203,23.3700008392334,0.4,8.36
2001-01-19,112.25,23.239999771118164,0.44,8.21
2001-01-22,112.76000213623047,23.25,0.5,8.17
2001-01-23,111.58999633789062,21.56999969482422,0.48,8.09
2001-01-24,111.43000030517578,22.030000686645508,0.52,8.05
2001-01-25,110.9800033569336,22.639999389648438,0.51,8.05
2001-01-26,111.75,22.56999969482422,0.51,8.05
2001-01-29,111.22000122070312,22.610000610351562,0.55,8.03
2001-01-30,111.37999725341797,22.56999969482422,0.54,8.02
2001-01-31,112.33000183105469,22.020000457763672,0.57,7.87
2001-02-01,113.0,21.65999984741211,0.55,7.83
2001-02-02,112.19999694824219,21.950000762939453,0.52,7.73
2001-02-05,111.81999969482422,22.190000534057617,0.5,7.69
2001-02-06,112.27999877929688,21.979999542236328,0.5,7.62
2001-02-07,111.80000305175781,21.670000076293945,0.4,7.64
2001-02-08,111.75,21.459999084472656,0.37,7.6
2001-02-09,111.7300033569336,22.030000686645508,0.36,7.63
2001-02-12,111.01000213623047,21.920000076293945,0.38,7.6
2001-02-13,112.06999969482422,21.3700008392334,0.32,7.56
2001-02-14,113.08999633789062,21.520000457763672,0.29,7.49
2001-02-15,114.5,20.270000457763672,0.3,7.38
2001-02-16,112.29000091552734,22.1200008392334,0.36,7.49
2001-02-20,112.0999984741211,24.690000534057617,0.38,7.51
2001-02-21,112.47000122070312,25.75,0.46,7.54
2001-02-22,113.6500015258789,26.760000228881836,0.52,7.6
2001-02-23,113.12000274658203,27.209999084472656,0.57,7.67
2001-02-26,112.70999908447266,25.43000030517578,0.59,7.69
2001-02-27,112.6500015258789,26.489999771118164,0.52,7.68
2001-02-28,112.91000366210938,28.350000381469727,0.51,7.7
2001-03-01,112.91000366210938,28.079999923706055,0.46,7.68
2001-03-02,112.0999984741211,27.43000030517578,0.47,7.64
2001-03-05,112.5199966430664,27.1200008392334,0.49,7.61
2001-03-06,111.93000030517578,25.889999389648438,0.5,7.59
2001-03-07,111.16000366210938,24.1200008392334,0.49,7.61
2001-03-08,112.33999633789062,24.290000915527344,0.46,7.59
2001-03-09,109.23999786376953,25.6200008392334,0.48,7.53
2001-03-12,109.2300033569336,30.31999969482422,0.46,7.6
2001-03-13,110.69000244140625,27.549999237060547,0.49,7.63
2001-03-14,109.51000213623047,29.610000610351562,0.52,7.84
2001-03-15,109.98999786376953,28.559999465942383,0.59,7.88
2001-03-16,109.20999908447266,29.90999984741211,0.52,8.0
2001-03-19,114.43000030517578,29.780000686645508,0.5,8.02
2001-03-20,112.88999938964844,30.959999084472656,0.54,8.09
2001-03-21,111.73999786376953,31.93000030517578,0.56,8.22
2001-03-22,110.55000305175781,32.84000015258789,0.56,8.4
2001-03-23,111.20999908447266,30.450000762939453,0.56,8.3
2001-03-26,109.79000091552734,29.040000915527344,0.58,8.2
2001-03-27,111.56999969482422,27.040000915527344,0.59,8.03
2001-03-28,110.23999786376953,28.579999923706055,0.67,8.08
2001-03-29,110.6500015258789,29.170000076293945,0.71,8.13
2001-03-30,109.58000183105469,28.639999389648438,0.75,8.2
2001-04-02,109.31999969482422,31.209999084472656,0.76,8.21
2001-04-03,109.0999984741211,34.720001220703125,0.79,8.48
2001-04-04,108.7300033569336,34.06999969482422,0.82,8.61
2001-04-05,110.62000274658203,29.940000534057617,0.79,8.63
2001-04-06,109.06999969482422,31.690000534057617,0.82,8.75
2001-04-09,108.30999755859375,31.90999984741211,0.83,8.78
2001-04-10,109.7300033569336,29.440000534057617,0.85,8.55
2001-04-11,110.0,28.459999084472656,0.83,8.5
2001-04-12,110.4000015258789,26.1200008392334,0.81,8.44
2001-04-16,109.0999984741211,26.329999923706055,0.79,8.3
2001-04-17,110.44000244140625,25.610000610351562,0.8,8.4
2001-04-18,111.04000091552734,24.1299991607666,0.88,8.46
2001-04-19,112.29000091552734,24.15999984741211,0.98,8.61
2001-04-20,112.66999816894531,25.3799991607666,1.03,8.64
2001-04-23,113.18000030517578,28.15999984741211,1.05,8.9
2001-04-24,113.23999786376953,28.489999771118164,1.06,9.02
2001-04-25,112.33000183105469,27.399999618530273,1.08,8.26
2001-04-26,112.8499984741211,25.959999084472656,1.06,8.29
2001-04-27,113.62000274658203,24.020000457763672,1.06,8.17
2001-04-30,113.55999755859375,25.479999542236328,1.05,8.06
2001-05-01,113.16999816894531,24.200000762939453,1.07,7.95
2001-05-02,113.5199966430664,24.229999542236328,1.04,7.8
2001-05-03,112.83000183105469,25.780000686645508,1.0,7.83
2001-05-04,113.19999694824219,23.90999984741211,1.07,7.86
2001-05-07,113.66999816894531,24.860000610351562,1.09,7.85
2001-05-08,113.95999908447266,24.440000534057617,1.14,7.83
2001-05-09,113.69999694824219,24.350000381469727,1.13,7.88
2001-05-10,114.12000274658203,24.0,1.14,7.79
2001-05-11,114.33000183105469,23.540000915527344,1.15,7.6
2001-05-14,116.73999786376953,24.260000228881836,1.17,7.7
2001-05-15,115.19999694824219,23.709999084472656,1.22,7.61
2001-05-16,115.2699966430664,21.889999389648438,1.23,7.66
2001-05-17,116.0999984741211,21.469999313354492,1.13,7.65
2001-05-18,118.37000274658203,21.229999542236328,1.04,7.63
2001-05-21,118.44999694824219,20.760000228881836,1.04,7.6
2001-05-22,117.73999786376953,21.350000381469727,1.08,7.61
2001-05-23,115.37999725341797,22.079999923706055,1.12,7.62
2001-05-24,116.87999725341797,20.56999969482422,1.2,7.53
2001-05-25,115.0999984741211,20.600000381469727,1.21,7.53
2001-05-29,112.91000366210938,22.139999389648438,1.21,7.52
2001-05-30,111.54000091552734,22.760000228881836,1.2,7.56
2001-05-31,113.12999725341797,22.639999389648438,1.21,7.68
2001-06-01,111.75,21.59000015258789,1.17,7.65
2001-06-04,110.58000183105469,21.3799991607666,1.16,7.69
2001-06-05,109.69999694824219,19.579999923706055,1.17,7.76
2001-06-06,111.66999816894531,20.389999389648438,1.15,7.75
2001-06-07,110.25,19.670000076293945,1.19,7.71
2001-06-08,110.5199966430664,19.920000076293945,1.21,7.67
2001-06-11,111.41000366210938,20.700000762939453,1.21,7.71
2001-06-12,114.05000305175781,20.700000762939453,1.18,7.78
2001-06-13,114.12999725341797,21.450000762939453,1.2,7.86
2001-06-14,113.66999816894531,23.1200008392334,1.22,8.09
2001-06-15,114.5199966430664,22.809999465942383,1.26,8.04
2001-06-18,113.02999877929688,23.170000076293945,1.29,8.19
2001-06-19,113.3499984741211,22.34000015258789,1.27,8.28
2001-06-20,113.26000213623047,21.709999084472656,1.26,8.38
2001-06-21,114.69999694824219,19.3799991607666,1.23,8.4
2001-06-22,114.68000030517578,20.020000457763672,1.21,8.47
2001-06-25,113.30000305175781,20.670000076293945,1.2,8.45
2001-06-26,111.8499984741211,21.200000762939453,1.21,8.42
2001-06-27,111.55000305175781,20.8799991607666,1.2,8.34
2001-06-28,114.01000213623047,20.010000228881836,1.13,8.29
2001-06-29,115.69999694824219,19.059999465942383,1.17,8.16
2001-07-02,114.5999984741211,18.760000228881836,1.16,8.18
2001-07-03,110.23999786376953,18.920000076293945,1.17,8.1
2001-07-05,114.04000091552734,20.09000015258789,1.2,8.07
2001-07-06,112.69000244140625,21.6299991607666,1.25,8.13
2001-07-09,111.33000183105469,22.479999542236328,1.22,8.13
2001-07-10,111.08000183105469,23.25,1.24,8.2
2001-07-11,114.33000183105469,24.010000228881836,1.24,8.21
2001-07-12,113.56999969482422,22.09000015258789,1.2,8.28
2001-07-13,112.87999725341797,21.139999389648438,1.15,8.27
2001-07-16,113.20999908447266,22.90999984741211,1.14,8.28
2001-07-17,112.66000366210938,22.610000610351562,1.13,8.31
2001-07-18,112.63999938964844,23.600000381469727,1.16,8.45
2001-07-19,115.18000030517578,22.510000228881836,1.15,8.42
2001-07-20,114.45999908447266,22.34000015258789,1.17,8.39
2001-07-23,113.6500015258789,23.739999771118164,1.15,8.37
2001-07-24,113.12000274658203,25.239999771118164,1.16,8.37
2001-07-25,114.33000183105469,24.0,1.22,8.31
2001-07-26,115.0199966430664,23.010000228881836,1.25,8.27
2001-07-27,116.98999786376953,22.0,1.26,8.28
2001-07-30,114.72000122070312,22.690000534057617,1.25,8.32
2001-07-31,115.30999755859375,21.6200008392334,1.28,8.27
2001-08-01,116.68000030517578,20.559999465942383,1.28,8.09
2001-08-02,115.95999908447266,20.09000015258789,1.28,7.95
2001-08-03,115.66999816894531,19.889999389648438,1.29,7.92
2001-08-06,115.55000305175781,21.889999389648438,1.31,7.91
2001-08-07,114.76000213623047,21.010000228881836,1.3,7.87
2001-08-08,114.69999694824219,22.31999969482422,1.22,7.95
2001-08-09,115.33000183105469,21.75,1.27,7.93
2001-08-10,114.68000030517578,20.549999237060547,1.26,7.99
2001-08-13,115.55000305175781,20.420000076293945,1.27,8.07
2001-08-14,116.55000305175781,20.479999542236328,1.23,8.04
2001-08-15,116.7300033569336,20.90999984741211,1.2,7.96
2001-08-16,117.66000366210938,21.540000915527344,1.2,8.01
2001-08-17,115.87000274658203,23.84000015258789,1.17,8.11
2001-08-20,116.37000274658203,22.8700008392334,1.17,8.07
2001-08-21,115.45999908447266,24.399999618530273,1.18,8.12
2001-08-22,114.7699966430664,22.440000534057617,1.15,8.11
2001-08-23,117.30999755859375,22.229999542236328,1.17,8.15
2001-08-24,115.83999633789062,19.709999084472656,1.17,8.13
2001-08-27,115.30999755859375,20.559999465942383,1.16,8.14
2001-08-28,114.38999938964844,22.0,1.14,8.19
2001-08-29,115.87000274658203,23.030000686645508,1.11,8.23
2001-08-30,114.16999816894531,25.40999984741211,1.18,8.23
2001-08-31,113.2699966430664,24.920000076293945,1.21,8.05
2001-09-04,113.0999984741211,25.850000381469727,1.16,7.87
2001-09-05,113.80999755859375,26.350000381469727,1.18,7.95
2001-09-06,112.44999694824219,28.610000610351562,1.21,8.09
2001-09-07,111.43000030517578,30.989999771118164,1.27,8.22
2001-09-10,112.5,31.84000015258789,1.31,8.22
2001-09-17,110.9000015258789,41.7599983215332,1.67,9.58
2001-09-18,114.97000122070312,38.869998931884766,1.76,9.51
2001-09-19,113.16000366210938,40.560001373291016,1.88,9.6
2001-09-20,111.56999969482422,43.7400016784668,1.84,9.69
2001-09-21,112.2300033569336,42.65999984741211,1.79,9.89
2001-09-24,114.58999633789062,37.75,1.79,9.95
2001-09-25,115.0199966430664,35.810001373291016,1.84,9.88
2001-09-26,114.4800033569336,35.2599983215332,1.83,9.97
2001-09-27,115.26000213623047,34.0,1.8,10.07
2001-09-28,114.95999908447266,31.93000030517578,1.74,10.25
2001-10-01,115.48999786376953,32.31999969482422,1.73,10.14
2001-10-02,117.19000244140625,31.18000030517578,1.76,10.17
2001-10-03,118.47000122070312,31.34000015258789,1.73,10.14
2001-10-04,118.05999755859375,31.969999313354492,1.78,10.11
2001-10-05,119.36000061035156,33.38999938964844,1.81,10.1
2001-10-09,118.4800033569336,34.83000183105469,1.88,10.0
2001-10-10,119.27999877929688,31.600000381469727,1.83,9.92
2001-10-11,120.0,31.5,1.81,9.81
2001-10-12,118.83000183105469,35.27000045776367,1.87,9.77
2001-10-15,118.56999969482422,35.310001373291016,1.84,9.65
2001-10-16,119.86000061035156,32.880001068115234,1.82,9.63
2001-10-17,118.2300033569336,35.08000183105469,1.79,9.61
2001-10-18,118.41999816894531,34.95000076293945,1.81,9.61
2001-10-19,119.22000122070312,34.11000061035156,1.86,9.6
2001-10-22,120.22000122070312,32.25,1.84,9.6
2001-10-23,119.80000305175781,32.0,1.85,9.57
2001-10-24,119.9800033569336,30.950000762939453,1.89,9.61
2001-10-25,119.01000213623047,29.459999084472656,1.93,9.62
2001-10-26,119.86000061035156,28.420000076293945,1.9,9.62
2001-10-29,118.36000061035156,31.639999389648438,1.95,9.64
2001-10-30,117.08999633789062,33.459999084472656,1.96,9.73
2001-10-31,117.06999969482422,33.560001373291016,1.86,9.61
2001-11-01,117.37999725341797,32.310001373291016,1.75,9.56
2001-11-02,118.55999755859375,30.709999084472656,1.89,9.46
